mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.2923076923076923,	0.5033112582781457,	0.3698296836982969,	0.27876106194690264,	0.39375,	0.32642487046632124,	0.2824427480916031,	0.34579439252336447,	0.31092436974789917,	0.4090909090909091,	0.19148936170212766,	0.2608695652173913,	0.2895148669796557,	0.3978494623655914,	0.3351449275362319,	[False, False, False, True, False, False, True, False]
0.2923076923076923,	0.5033112582781457,	0.3698296836982969,	0.27876106194690264,	0.39375,	0.32642487046632124,	0.2824427480916031,	0.34579439252336447,	0.31092436974789917,	0.4090909090909091,	0.19148936170212766,	0.2608695652173913,	0.2895148669796557,	0.3978494623655914,	0.3351449275362319,	[False, False, False, True, True, False, True, False]
0.2923076923076923,	0.5033112582781457,	0.3698296836982969,	0.27876106194690264,	0.39375,	0.32642487046632124,	0.2824427480916031,	0.34579439252336447,	0.31092436974789917,	0.4090909090909091,	0.19148936170212766,	0.2608695652173913,	0.2895148669796557,	0.3978494623655914,	0.3351449275362319,	[False, False, False, True, False, True, True, False]
0.2923076923076923,	0.5033112582781457,	0.3698296836982969,	0.27876106194690264,	0.39375,	0.32642487046632124,	0.2824427480916031,	0.34579439252336447,	0.31092436974789917,	0.4090909090909091,	0.19148936170212766,	0.2608695652173913,	0.2895148669796557,	0.3978494623655914,	0.3351449275362319,	[False, False, False, True, True, True, True, False]
0.28735632183908044,	0.33112582781456956,	0.3076923076923077,	0.2682926829268293,	0.55,	0.36065573770491804,	0.28859060402684567,	0.40186915887850466,	0.3359375,	0.5,	0.19148936170212766,	0.27692307692307694,	0.28400597907324365,	0.40860215053763443,	0.3350970017636684,	[False, False, False, True, False, False, False, False]
0.28735632183908044,	0.33112582781456956,	0.3076923076923077,	0.2682926829268293,	0.55,	0.36065573770491804,	0.28859060402684567,	0.40186915887850466,	0.3359375,	0.5,	0.19148936170212766,	0.27692307692307694,	0.28400597907324365,	0.40860215053763443,	0.3350970017636684,	[False, False, False, True, True, False, False, False]
0.28735632183908044,	0.33112582781456956,	0.3076923076923077,	0.2682926829268293,	0.55,	0.36065573770491804,	0.28859060402684567,	0.40186915887850466,	0.3359375,	0.5,	0.19148936170212766,	0.27692307692307694,	0.28400597907324365,	0.40860215053763443,	0.3350970017636684,	[False, False, False, True, False, True, False, False]
0.28735632183908044,	0.33112582781456956,	0.3076923076923077,	0.2682926829268293,	0.55,	0.36065573770491804,	0.28859060402684567,	0.40186915887850466,	0.3359375,	0.5,	0.19148936170212766,	0.27692307692307694,	0.28400597907324365,	0.40860215053763443,	0.3350970017636684,	[False, False, False, True, True, True, False, False]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2825112107623318,	0.39375,	0.3289817232375979,	0.34210526315789475,	0.3644859813084112,	0.35294117647058826,	0.36,	0.19148936170212766,	0.24999999999999994,	0.2972972972972973,	0.37849462365591396,	0.33301797540208133,	[True, False, False, True, False, False, True, False]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2825112107623318,	0.39375,	0.3289817232375979,	0.34210526315789475,	0.3644859813084112,	0.35294117647058826,	0.36,	0.19148936170212766,	0.24999999999999994,	0.2972972972972973,	0.37849462365591396,	0.33301797540208133,	[True, False, False, True, True, False, True, False]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2825112107623318,	0.39375,	0.3289817232375979,	0.34210526315789475,	0.3644859813084112,	0.35294117647058826,	0.36,	0.19148936170212766,	0.24999999999999994,	0.2972972972972973,	0.37849462365591396,	0.33301797540208133,	[True, False, False, True, False, True, True, False]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2825112107623318,	0.39375,	0.3289817232375979,	0.34210526315789475,	0.3644859813084112,	0.35294117647058826,	0.36,	0.19148936170212766,	0.24999999999999994,	0.2972972972972973,	0.37849462365591396,	0.33301797540208133,	[True, False, False, True, True, True, True, False]
0.3223684210526316,	0.32450331125827814,	0.32343234323432346,	0.35678391959798994,	0.44375,	0.39554317548746515,	0.2543859649122807,	0.27102803738317754,	0.2624434389140271,	0.7777777777777778,	0.14893617021276595,	0.25,	0.3291139240506329,	0.33548387096774196,	0.3322683706070288,	[True, False, True, True, False, False, True, True]
0.3223684210526316,	0.32450331125827814,	0.32343234323432346,	0.35678391959798994,	0.44375,	0.39554317548746515,	0.2543859649122807,	0.27102803738317754,	0.2624434389140271,	0.7777777777777778,	0.14893617021276595,	0.25,	0.3291139240506329,	0.33548387096774196,	0.3322683706070288,	[True, False, True, True, True, False, True, True]
0.3223684210526316,	0.32450331125827814,	0.32343234323432346,	0.35678391959798994,	0.44375,	0.39554317548746515,	0.2543859649122807,	0.27102803738317754,	0.2624434389140271,	0.7777777777777778,	0.14893617021276595,	0.25,	0.3291139240506329,	0.33548387096774196,	0.3322683706070288,	[True, False, True, True, False, True, True, True]
0.3223684210526316,	0.32450331125827814,	0.32343234323432346,	0.35678391959798994,	0.44375,	0.39554317548746515,	0.2543859649122807,	0.27102803738317754,	0.2624434389140271,	0.7777777777777778,	0.14893617021276595,	0.25,	0.3291139240506329,	0.33548387096774196,	0.3322683706070288,	[True, False, True, True, True, True, True, True]
0.27232142857142855,	0.40397350993377484,	0.3253333333333333,	0.29385964912280704,	0.41875,	0.34536082474226804,	0.330188679245283,	0.32710280373831774,	0.3286384976525822,	0.375,	0.19148936170212766,	0.25352112676056343,	0.29553264604810997,	0.36989247311827955,	0.32855778414517667,	[True, False, False, True, False, False, False, True]
0.27232142857142855,	0.40397350993377484,	0.3253333333333333,	0.29385964912280704,	0.41875,	0.34536082474226804,	0.330188679245283,	0.32710280373831774,	0.3286384976525822,	0.375,	0.19148936170212766,	0.25352112676056343,	0.29553264604810997,	0.36989247311827955,	0.32855778414517667,	[True, False, False, True, True, False, False, True]
0.27232142857142855,	0.40397350993377484,	0.3253333333333333,	0.29385964912280704,	0.41875,	0.34536082474226804,	0.330188679245283,	0.32710280373831774,	0.3286384976525822,	0.375,	0.19148936170212766,	0.25352112676056343,	0.29553264604810997,	0.36989247311827955,	0.32855778414517667,	[True, False, False, True, False, True, False, True]
0.27232142857142855,	0.40397350993377484,	0.3253333333333333,	0.29385964912280704,	0.41875,	0.34536082474226804,	0.330188679245283,	0.32710280373831774,	0.3286384976525822,	0.375,	0.19148936170212766,	0.25352112676056343,	0.29553264604810997,	0.36989247311827955,	0.32855778414517667,	[True, False, False, True, True, True, False, True]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2644628099173554,	0.4,	0.31840796019900497,	0.3247863247863248,	0.35514018691588783,	0.3392857142857143,	0.42857142857142855,	0.19148936170212766,	0.2647058823529412,	0.28852459016393445,	0.37849462365591396,	0.32744186046511625,	[True, False, False, True, False, False, True, True]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2644628099173554,	0.4,	0.31840796019900497,	0.3247863247863248,	0.35514018691588783,	0.3392857142857143,	0.42857142857142855,	0.19148936170212766,	0.2647058823529412,	0.28852459016393445,	0.37849462365591396,	0.32744186046511625,	[True, False, False, True, True, False, True, True]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2644628099173554,	0.4,	0.31840796019900497,	0.3247863247863248,	0.35514018691588783,	0.3392857142857143,	0.42857142857142855,	0.19148936170212766,	0.2647058823529412,	0.28852459016393445,	0.37849462365591396,	0.32744186046511625,	[True, False, False, True, False, True, True, True]
0.2826086956521739,	0.4304635761589404,	0.34120734908136485,	0.2644628099173554,	0.4,	0.31840796019900497,	0.3247863247863248,	0.35514018691588783,	0.3392857142857143,	0.42857142857142855,	0.19148936170212766,	0.2647058823529412,	0.28852459016393445,	0.37849462365591396,	0.32744186046511625,	[True, False, False, True, True, True, True, True]
0.2804878048780488,	0.45695364238410596,	0.3476070528967255,	0.2764976958525346,	0.375,	0.31830238726790455,	0.2743362831858407,	0.2897196261682243,	0.2818181818181818,	0.391304347826087,	0.19148936170212766,	0.2571428571428572,	0.28213689482470783,	0.3634408602150538,	0.31766917293233077,	[False, False, False, True, False, False, True, True]
0.2804878048780488,	0.45695364238410596,	0.3476070528967255,	0.2764976958525346,	0.375,	0.31830238726790455,	0.2743362831858407,	0.2897196261682243,	0.2818181818181818,	0.391304347826087,	0.19148936170212766,	0.2571428571428572,	0.28213689482470783,	0.3634408602150538,	0.31766917293233077,	[False, False, False, True, True, False, True, True]
0.2804878048780488,	0.45695364238410596,	0.3476070528967255,	0.2764976958525346,	0.375,	0.31830238726790455,	0.2743362831858407,	0.2897196261682243,	0.2818181818181818,	0.391304347826087,	0.19148936170212766,	0.2571428571428572,	0.28213689482470783,	0.3634408602150538,	0.31766917293233077,	[False, False, False, True, False, True, True, True]
0.2804878048780488,	0.45695364238410596,	0.3476070528967255,	0.2764976958525346,	0.375,	0.31830238726790455,	0.2743362831858407,	0.2897196261682243,	0.2818181818181818,	0.391304347826087,	0.19148936170212766,	0.2571428571428572,	0.28213689482470783,	0.3634408602150538,	0.31766917293233077,	[False, False, False, True, True, True, True, True]
0.26666666666666666,	0.31788079470198677,	0.2900302114803625,	0.23376623376623376,	0.45,	0.30769230769230765,	0.25925925925925924,	0.3925233644859813,	0.31226765799256506,	0.5625,	0.19148936170212766,	0.2857142857142857,	0.25675675675675674,	0.36774193548387096,	0.30238726790450926,	[False, False, False, True, False, False, False, True]
