mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.5748031496062992,	0.48344370860927155,	0.525179856115108,	0.46195652173913043,	0.53125,	0.49418604651162795,	0.32941176470588235,	0.2616822429906542,	0.29166666666666663,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4742014742014742,	0.4150537634408602,	0.4426605504587156,	[True, True, True, True, True, True, True, True, False]
0.5826086956521739,	0.44370860927152317,	0.5037593984962405,	0.5,	0.55,	0.5238095238095238,	0.3068181818181818,	0.2523364485981308,	0.2769230769230769,	0.7,	0.14893617021276595,	0.24561403508771928,	0.48586118251928023,	0.4064516129032258,	0.4426229508196721,	[False, True, True, True, False, True, False, False, False]
0.5214285714285715,	0.48344370860927155,	0.5017182130584193,	0.5,	0.48125,	0.4904458598726115,	0.4027777777777778,	0.27102803738317754,	0.324022346368715,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.493368700265252,	0.4,	0.44180522565320673,	[False, True, False, True, True, True, False, False, True]
0.44516129032258067,	0.45695364238410596,	0.4509803921568628,	0.5260115606936416,	0.56875,	0.5465465465465466,	0.3625,	0.27102803738317754,	0.3101604278074866,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.4613583138173302,	0.4236559139784946,	0.44170403587443946,	[True, True, False, True, False, True, False, False, False]
0.5714285714285714,	0.4503311258278146,	0.5037037037037037,	0.5,	0.53125,	0.5151515151515151,	0.31521739130434784,	0.27102803738317754,	0.2914572864321608,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.48214285714285715,	0.4064516129032258,	0.441073512252042,	[False, True, True, True, False, True, False, True, False]
0.5259259259259259,	0.47019867549668876,	0.49650349650349657,	0.53125,	0.53125,	0.53125,	0.3157894736842105,	0.22429906542056074,	0.26229508196721313,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.48825065274151436,	0.4021505376344086,	0.4410377358490566,	[False, True, False, True, False, True, True, True, True]
0.5338345864661654,	0.47019867549668876,	0.5,	0.53125,	0.53125,	0.53125,	0.3026315789473684,	0.21495327102803738,	0.2513661202185793,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.4881889763779528,	0.4,	0.4397163120567376,	[False, True, False, True, False, True, True, False, True]
0.56,	0.46357615894039733,	0.5072463768115942,	0.4644808743169399,	0.53125,	0.49562682215743437,	0.3258426966292135,	0.27102803738317754,	0.29591836734693877,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4681372549019608,	0.410752688172043,	0.43757159221076747,	[True, True, True, True, True, True, False, True, False]
0.5702479338842975,	0.45695364238410596,	0.5073529411764706,	0.49707602339181284,	0.53125,	0.513595166163142,	0.2916666666666667,	0.2616822429906542,	0.27586206896551724,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.47368421052631576,	0.4064516129032258,	0.4375,	[True, True, True, True, False, True, False, False, False]
0.42857142857142855,	0.41721854304635764,	0.4228187919463087,	0.5540540540540541,	0.5125,	0.5324675324675324,	0.43037974683544306,	0.3177570093457944,	0.3655913978494624,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.48186528497409326,	0.4,	0.4371327849588719,	[True, False, True, True, True, True, False, True, False]
0.44029850746268656,	0.39072847682119205,	0.4140350877192982,	0.5424836601307189,	0.51875,	0.5303514376996804,	0.47761194029850745,	0.29906542056074764,	0.367816091954023,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4958904109589041,	0.38924731182795697,	0.436144578313253,	[False, False, True, True, True, True, True, False, False]
0.5392156862745098,	0.36423841059602646,	0.4347826086956521,	0.5117647058823529,	0.54375,	0.5272727272727272,	0.4426229508196721,	0.2523364485981308,	0.3214285714285714,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5116279069767442,	0.37849462365591396,	0.43510506798516685,	[True, False, True, True, False, True, False, False, False]
0.4295774647887324,	0.40397350993377484,	0.416382252559727,	0.5540540540540541,	0.5125,	0.5324675324675324,	0.43037974683544306,	0.3177570093457944,	0.3655913978494624,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.48293963254593175,	0.3956989247311828,	0.43498817966903075,	[False, False, True, True, True, True, False, True, False]
0.44029850746268656,	0.39072847682119205,	0.4140350877192982,	0.5384615384615384,	0.525,	0.5316455696202531,	0.45714285714285713,	0.29906542056074764,	0.36158192090395475,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.489247311827957,	0.3913978494623656,	0.4348864994026285,	[False, False, True, True, True, True, True, True, False]
0.5333333333333333,	0.4768211920529801,	0.5034965034965034,	0.4897959183673469,	0.45,	0.46905537459283386,	0.4027777777777778,	0.27102803738317754,	0.324022346368715,	0.7777777777777778,	0.14893617021276595,	0.25,	0.49586776859504134,	0.3870967741935484,	0.43478260869565216,	[True, True, False, True, True, True, False, True, True]
0.5259259259259259,	0.47019867549668876,	0.49650349650349657,	0.4713375796178344,	0.4625,	0.4668769716088328,	0.4166666666666667,	0.2803738317757009,	0.33519553072625696,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4879356568364611,	0.3913978494623656,	0.4343675417661098,	[False, True, False, True, True, True, False, True, True]
0.43478260869565216,	0.3973509933774834,	0.41522491349480967,	0.5540540540540541,	0.5125,	0.5324675324675324,	0.4507042253521127,	0.29906542056074764,	0.3595505617977528,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.4905149051490515,	0.38924731182795697,	0.43405275779376495,	[True, False, True, True, True, True, True, True, False]
0.44654088050314467,	0.47019867549668876,	0.45806451612903226,	0.5028248587570622,	0.55625,	0.5281899109792285,	0.35135135135135137,	0.24299065420560748,	0.28729281767955805,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.4522144522144522,	0.4172043010752688,	0.4340044742729306,	[True, True, False, True, False, True, False, True, False]
0.5338345864661654,	0.47019867549668876,	0.5,	0.4899328859060403,	0.45625,	0.4724919093851133,	0.3972602739726027,	0.27102803738317754,	0.3222222222222222,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4931506849315068,	0.3870967741935484,	0.43373493975903615,	[True, True, False, True, True, True, False, False, True]
0.5106382978723404,	0.4768211920529801,	0.4931506849315068,	0.46835443037974683,	0.4625,	0.4654088050314466,	0.4166666666666667,	0.2803738317757009,	0.33519553072625696,	0.7777777777777778,	0.14893617021276595,	0.25,	0.48157894736842105,	0.3935483870967742,	0.4331360946745562,	[False, True, False, True, True, True, True, True, True]
0.5373134328358209,	0.4768211920529801,	0.5052631578947369,	0.4968944099378882,	0.5,	0.49844236760124605,	0.323943661971831,	0.21495327102803738,	0.2584269662921348,	0.7,	0.14893617021276595,	0.24561403508771928,	0.48404255319148937,	0.3913978494623656,	0.43281807372175984,	[False, True, False, True, False, True, False, True, True]
0.427536231884058,	0.39072847682119205,	0.40830449826989623,	0.5466666666666666,	0.5125,	0.529032258064516,	0.47058823529411764,	0.29906542056074764,	0.3657142857142857,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4904632152588556,	0.3870967741935484,	0.4326923076923077,	[True, False, True, True, True, True, True, False, False]
0.5144927536231884,	0.47019867549668876,	0.4913494809688581,	0.4658385093167702,	0.46875,	0.4672897196261682,	0.410958904109589,	0.2803738317757009,	0.33333333333333337,	0.7777777777777778,	0.14893617021276595,	0.25,	0.48031496062992124,	0.3935483870967742,	0.43262411347517726,	[False, True, False, True, True, True, True, False, True]
0.46153846153846156,	0.4768211920529801,	0.4690553745928339,	0.5182926829268293,	0.53125,	0.5246913580246914,	0.32142857142857145,	0.2523364485981308,	0.28272251308900526,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.45390070921985815,	0.4129032258064516,	0.43243243243243246,	[True, True, False, True, False, True, True, True, False]
0.45806451612903226,	0.47019867549668876,	0.46405228758169936,	0.5279503105590062,	0.53125,	0.529595015576324,	0.32894736842105265,	0.2336448598130841,	0.27322404371584696,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.45985401459854014,	0.4064516129032258,	0.43150684931506844,	[True, True, False, True, False, True, True, False, False]
0.5307692307692308,	0.45695364238410596,	0.4911032028469751,	0.5131578947368421,	0.4875,	0.5,	0.31521739130434784,	0.27102803738317754,	0.2914572864321608,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4765625,	0.3935483870967742,	0.43109540636042404,	[True, True, True, True, False, True, True, False, False]
0.43884892086330934,	0.40397350993377484,	0.4206896551724138,	0.5328947368421053,	0.50625,	0.5192307692307692,	0.4230769230769231,	0.308411214953271,	0.3567567567567567,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4789473684210526,	0.3913978494623656,	0.43076923076923074,	[True, False, True, True, True, True, False, False, False]
0.5247524752475248,	0.3509933774834437,	0.42063492063492064,	0.5029239766081871,	0.5375,	0.5196374622356495,	0.4666666666666667,	0.2616822429906542,	0.33532934131736525,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5072886297376094,	0.3741935483870968,	0.4306930693069307,	[False, False, True, True, False, True, False, False, False]
0.5338345864661654,	0.47019867549668876,	0.5,	0.5,	0.5,	0.5,	0.3194444444444444,	0.21495327102803738,	0.25698324022346364,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.48138297872340424,	0.38924731182795697,	0.43043995243757427,	[False, True, False, True, False, True, False, False, True]
0.4338235294117647,	0.39072847682119205,	0.41114982578397213,	0.5294117647058824,	0.50625,	0.5175718849840255,	0.4342105263157895,	0.308411214953271,	0.360655737704918,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4787234042553192,	0.3870967741935484,	0.42806183115338886,	[False, False, True, True, True, True, False, False, False]
0.5036496350364964,	0.45695364238410596,	0.4791666666666667,	0.5225806451612903,	0.50625,	0.5142857142857142,	0.3116883116883117,	0.22429906542056074,	0.2608695652173913,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.47506561679790027,	0.38924731182795697,	0.4278959810874704,	[True, True, False, True, False, True, True, True, True]
0.5343511450381679,	0.46357615894039733,	0.49645390070921985,	0.49673202614379086,	0.475,	0.48562300319488816,	0.31521739130434784,	0.27102803738317754,	0.2914572864321608,	0.7,	0.14893617021276595,	0.24561403508771928,	0.47150259067357514,	0.3913978494623656,	0.427732079905993,	[True, True, True, True, False, True, True, True, False]
0.5071428571428571,	0.47019867549668876,	0.48797250859106533,	0.4620253164556962,	0.45625,	0.4591194968553459,	0.39473684210526316,	0.2803738317757009,	0.32786885245901637,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4725848563968668,	0.38924731182795697,	0.4268867924528301,	[True, True, False, True, True, True, True, False, True]
0.5106382978723404,	0.4768211920529801,	0.4931506849315068,	0.45569620253164556,	0.45,	0.45283018867924535,	0.39473684210526316,	0.2803738317757009,	0.32786885245901637,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4713541666666667,	0.38924731182795697,	0.42638398115429915,	[True, True, False, True, True, True, True, True, True]
0.46875,	0.3973509933774834,	0.4301075268817204,	0.4913294797687861,	0.53125,	0.5105105105105104,	0.421875,	0.2523364485981308,	0.31578947368421056,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.47480106100795755,	0.3849462365591398,	0.4251781472684086,	[False, False, True, True, False, True, False, True, False]
0.5384615384615384,	0.46357615894039733,	0.49822064056939497,	0.5064935064935064,	0.4875,	0.4968152866242038,	0.2840909090909091,	0.2336448598130841,	0.2564102564102564,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4712041884816754,	0.3870967741935484,	0.42502951593860683,	[False, True, True, True, False, True, True, True, False]
0.5348837209302325,	0.45695364238410596,	0.4928571428571428,	0.5032258064516129,	0.4875,	0.4952380952380952,	0.3,	0.22429906542056074,	0.25668449197860965,	0.7,	0.14893617021276595,	0.24561403508771928,	0.47593582887700536,	0.3827956989247312,	0.42431466030989273,	[False, True, True, True, False, True, True, False, False]
0.5504587155963303,	0.3973509933774834,	0.4615384615384615,	0.4966887417218543,	0.46875,	0.48231511254019294,	0.4,	0.2803738317757009,	0.3296703296703297,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.49710982658959535,	0.36989247311827955,	0.42416769420468553,	[False, False, True, True, True, True, False, True, True]
0.5357142857142857,	0.3973509933774834,	0.45627376425855515,	0.5,	0.46875,	0.4838709677419355,	0.40540540540540543,	0.2803738317757009,	0.3314917127071823,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.4942528735632184,	0.36989247311827955,	0.42312423124231247,	[False, False, True, True, True, True, False, False, True]
0.49640287769784175,	0.45695364238410596,	0.47586206896551725,	0.5163398692810458,	0.49375,	0.5047923322683706,	0.3076923076923077,	0.22429906542056074,	0.2594594594594595,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.468586387434555,	0.3849462365591398,	0.42266824085005905,	[True, True, False, True, False, True, True, False, True]
0.49557522123893805,	0.3708609271523179,	0.42424242424242425,	0.5,	0.55,	0.5238095238095238,	0.375,	0.22429906542056074,	0.2807017543859649,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4807692307692308,	0.3763440860215054,	0.42219541616405315,	[False, False, True, True, False, True, True, True, False]
0.5514018691588785,	0.39072847682119205,	0.45736434108527135,	0.5033557046979866,	0.46875,	0.48543689320388356,	0.38666666666666666,	0.27102803738317754,	0.31868131868131866,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.49707602339181284,	0.3655913978494624,	0.42131350681536556,	[False, False, True, True, True, True, True, True, True]
0.5655737704918032,	0.45695364238410596,	0.5054945054945055,	0.45614035087719296,	0.4875,	0.4712990936555891,	0.2903225806451613,	0.2523364485981308,	0.27,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.45591939546599497,	0.38924731182795697,	0.419953596287703,	[True, True, True, True, True, True, False, False, True]
0.5092592592592593,	0.36423841059602646,	0.4247104247104247,	0.5,	0.5375,	0.5180722891566264,	0.4074074074074074,	0.205607476635514,	0.2732919254658385,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4927536231884058,	0.3655913978494624,	0.41975308641975306,	[True, False, True, True, False, True, False, True, False]
0.5655737704918032,	0.45695364238410596,	0.5054945054945055,	0.463855421686747,	0.48125,	0.4723926380368098,	0.2872340425531915,	0.2523364485981308,	0.26865671641791045,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4580152671755725,	0.3870967741935484,	0.4195804195804196,	[True, True, True, True, True, True, True, True, True]
0.36477987421383645,	0.3841059602649007,	0.37419354838709673,	0.47619047619047616,	0.5625,	0.5157593123209169,	0.4444444444444444,	0.29906542056074764,	0.3575418994413408,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4351851851851852,	0.4043010752688172,	0.41917502787068006,	[True, False, False, True, False, True, False, False, False]
0.5648148148148148,	0.40397350993377484,	0.47104247104247104,	0.4892086330935252,	0.425,	0.45484949832775917,	0.41333333333333333,	0.2897196261682243,	0.34065934065934067,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5030120481927711,	0.35913978494623655,	0.41907151819322463,	[True, False, True, True, True, True, True, True, True]
0.5259259259259259,	0.47019867549668876,	0.49650349650349657,	0.4727272727272727,	0.4875,	0.48,	0.2972972972972973,	0.205607476635514,	0.24309392265193372,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4623376623376623,	0.3827956989247312,	0.41882352941176476,	[True, True, False, True, False, True, False, False, True]
0.5590551181102362,	0.47019867549668876,	0.5107913669064749,	0.4463276836158192,	0.49375,	0.4688427299703264,	0.2777777777777778,	0.2336448598130841,	0.25380710659898476,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.44938271604938274,	0.3913978494623656,	0.4183908045977011,	[False, True, True, True, True, True, False, False, True]
0.5,	0.3841059602649007,	0.4344569288389514,	0.49707602339181284,	0.53125,	0.513595166163142,	0.35714285714285715,	0.2336448598130841,	0.2824858757062147,	0.6,	0.1276595744680851,	0.21052631578947367,	0.47411444141689374,	0.3741935483870968,	0.4182692307692308,	[True, False, True, True, False, True, True, True, False]
0.5405405405405406,	0.3973509933774834,	0.4580152671755725,	0.5,	0.45,	0.4736842105263158,	0.3972602739726027,	0.27102803738317754,	0.3222222222222222,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.49557522123893805,	0.36129032258064514,	0.41791044776119407,	[True, False, True, True, True, True, False, False, True]
0.5227272727272727,	0.45695364238410596,	0.4876325088339223,	0.4785276073619632,	0.4875,	0.4829721362229103,	0.3055555555555556,	0.205607476635514,	0.24581005586592178,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4656084656084656,	0.37849462365591396,	0.41755634638196915,	[True, True, False, True, False, True, False, True, True]
0.5634920634920635,	0.47019867549668876,	0.5126353790613719,	0.44571428571428573,	0.4875,	0.4656716417910447,	0.2777777777777778,	0.2336448598130841,	0.25380710659898476,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4502487562189055,	0.38924731182795697,	0.41753171856978083,	[False, True, True, True, True, True, False, True, True]
0.5648148148148148,	0.40397350993377484,	0.47104247104247104,	0.4892086330935252,	0.425,	0.45484949832775917,	0.40540540540540543,	0.2803738317757009,	0.3314917127071823,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5015105740181269,	0.35698924731182796,	0.4170854271356784,	[True, False, True, True, True, True, True, False, True]
0.5504587155963303,	0.3973509933774834,	0.4615384615384615,	0.4931506849315068,	0.45,	0.4705882352941177,	0.3815789473684211,	0.27102803738317754,	0.3169398907103825,	0.7,	0.14893617021276595,	0.24561403508771928,	0.49266862170087977,	0.36129032258064514,	0.4168734491315136,	[True, False, True, True, True, True, False, True, True]
0.5702479338842975,	0.45695364238410596,	0.5073529411764706,	0.45348837209302323,	0.4875,	0.46987951807228917,	0.2777777777777778,	0.2336448598130841,	0.25380710659898476,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4543147208121827,	0.3849462365591398,	0.4167636786961583,	[False, True, True, True, True, True, True, False, True]
0.49122807017543857,	0.3708609271523179,	0.4226415094339623,	0.4885057471264368,	0.53125,	0.5089820359281438,	0.373134328358209,	0.2336448598130841,	0.2873563218390805,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4726775956284153,	0.3720430107526882,	0.4163658243080626,	[False, False, True, True, False, True, True, False, False]
0.5462962962962963,	0.39072847682119205,	0.45559845559845563,	0.4965986394557823,	0.45625,	0.47557003257328995,	0.38666666666666666,	0.27102803738317754,	0.31868131868131866,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.49122807017543857,	0.36129032258064514,	0.41635687732342,	[False, False, True, True, True, True, True, False, True]
0.3680555555555556,	0.3509933774834437,	0.35932203389830514,	0.5089820359281437,	0.53125,	0.5198776758409787,	0.4583333333333333,	0.308411214953271,	0.3687150837988826,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4531645569620253,	0.3849462365591398,	0.41627906976744183,	[True, False, False, True, True, True, True, False, False]
0.5702479338842975,	0.45695364238410596,	0.5073529411764706,	0.4482758620689655,	0.4875,	0.467065868263473,	0.2777777777777778,	0.2336448598130841,	0.25380710659898476,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.45202020202020204,	0.3849462365591398,	0.41579558652729387,	[False, True, True, True, True, True, True, True, True]
0.5655737704918032,	0.45695364238410596,	0.5054945054945055,	0.4508670520231214,	0.4875,	0.46846846846846846,	0.27472527472527475,	0.2336448598130841,	0.25252525252525254,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4508816120906801,	0.3849462365591398,	0.4153132250580047,	[True, True, True, True, True, True, False, True, True]
0.5655737704918032,	0.45695364238410596,	0.5054945054945055,	0.4573170731707317,	0.46875,	0.462962962962963,	0.28125,	0.2523364485981308,	0.2660098522167488,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4529262086513995,	0.3827956989247312,	0.4149184149184149,	[True, True, True, True, True, True, True, False, True]
0.36129032258064514,	0.3708609271523179,	0.36601307189542487,	0.4607329842931937,	0.55,	0.5014245014245015,	0.4782608695652174,	0.308411214953271,	0.37499999999999994,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4322429906542056,	0.3978494623655914,	0.4143337066069429,	[False, False, False, True, False, True, False, True, False]
0.3576158940397351,	0.3576158940397351,	0.3576158940397351,	0.48863636363636365,	0.5375,	0.5119047619047619,	0.463768115942029,	0.29906542056074764,	0.36363636363636365,	0.7272727272727273,	0.1702127659574468,	0.27586206896551724,	0.44226044226044225,	0.3870967741935484,	0.4128440366972477,	[True, False, False, True, True, True, False, True, False]
0.49557522123893805,	0.3708609271523179,	0.42424242424242425,	0.49101796407185627,	0.5125,	0.5015290519877675,	0.36231884057971014,	0.2336448598130841,	0.2840909090909091,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.4722222222222222,	0.3655913978494624,	0.41212121212121217,	[True, False, True, True, False, True, True, False, False]
0.5739130434782609,	0.4370860927152318,	0.49624060150375937,	0.47333333333333333,	0.44375,	0.45806451612903226,	0.2967032967032967,	0.2523364485981308,	0.27272727272727276,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4672131147540984,	0.36774193548387096,	0.41155234657039713,	[True, True, True, True, False, True, True, False, True]
