mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.6265060240963856,	0.3443708609271523,	0.4444444444444445,	0.5,	0.35,	0.4117647058823529,	0.43333333333333335,	0.24299065420560748,	0.31137724550898205,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5320754716981132,	0.3032258064516129,	0.38630136986301367,	[False, True, True, True, True, True, False, True, True]
0.6190476190476191,	0.3443708609271523,	0.44255319148936173,	0.49557522123893805,	0.35,	0.41025641025641024,	0.4406779661016949,	0.24299065420560748,	0.3132530120481928,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5300751879699248,	0.3032258064516129,	0.3857729138166895,	[False, True, True, True, True, True, True, False, True]
0.3798449612403101,	0.32450331125827814,	0.35000000000000003,	0.5234375,	0.41875,	0.46527777777777785,	0.6486486486486487,	0.22429906542056074,	0.3333333333333333,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.48366013071895425,	0.31827956989247314,	0.383916990920882,	[True, False, False, True, True, True, False, True, False]
0.618421052631579,	0.31125827814569534,	0.41409691629955947,	0.5193798449612403,	0.41875,	0.4636678200692042,	0.5161290322580645,	0.14953271028037382,	0.23188405797101444,	0.6,	0.1276595744680851,	0.21052631578947367,	0.5528455284552846,	0.2924731182795699,	0.38255977496483823,	[True, False, True, True, False, True, True, False, False]
0.6987951807228916,	0.3841059602649007,	0.4957264957264958,	0.48,	0.3,	0.3692307692307692,	0.5128205128205128,	0.18691588785046728,	0.273972602739726,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5708154506437768,	0.2860215053763441,	0.3810888252148997,	[True, True, False, True, False, True, False, False, True]
0.55,	0.2913907284768212,	0.380952380952381,	0.5,	0.41875,	0.4557823129251701,	0.5833333333333334,	0.19626168224299065,	0.2937062937062937,	0.6,	0.1276595744680851,	0.21052631578947367,	0.5307692307692308,	0.2967741935483871,	0.38068965517241377,	[True, False, True, True, False, True, False, True, False]
0.3805970149253731,	0.33774834437086093,	0.35789473684210527,	0.5391304347826087,	0.3875,	0.4509090909090909,	0.5681818181818182,	0.2336448598130841,	0.3311258278145695,	0.7272727272727273,	0.1702127659574468,	0.27586206896551724,	0.48026315789473684,	0.3139784946236559,	0.37971391417425226,	[False, False, False, True, True, True, True, True, False]
0.6231884057971014,	0.2847682119205298,	0.39090909090909093,	0.5034965034965035,	0.45,	0.47524752475247534,	0.43243243243243246,	0.14953271028037382,	0.22222222222222218,	0.6,	0.1276595744680851,	0.21052631578947367,	0.528957528957529,	0.2946236559139785,	0.3784530386740332,	[True, False, True, True, False, True, False, False, False]
0.39090909090909093,	0.2847682119205298,	0.3295019157088122,	0.5241935483870968,	0.40625,	0.45774647887323944,	0.7142857142857143,	0.2336448598130841,	0.352112676056338,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.501779359430605,	0.3032258064516129,	0.37801608579088475,	[True, False, False, True, True, True, False, False, False]
0.6081081081081081,	0.2980132450331126,	0.4,	0.5520833333333334,	0.33125,	0.41406250000000006,	0.5,	0.2523364485981308,	0.33540372670807456,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5641025641025641,	0.2838709677419355,	0.37768240343347637,	[False, False, True, True, True, True, True, False, True]
0.5210084033613446,	0.4105960264900662,	0.45925925925925926,	0.4857142857142857,	0.31875,	0.38490566037735846,	0.45652173913043476,	0.19626168224299065,	0.27450980392156865,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5,	0.3032258064516129,	0.37751004016064255,	[False, True, True, True, True, False, True, False, False]
0.6835443037974683,	0.3576158940397351,	0.4695652173913044,	0.49,	0.30625,	0.37692307692307697,	0.5882352941176471,	0.18691588785046728,	0.2836879432624113,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5803571428571429,	0.27956989247311825,	0.3773584905660377,	[True, True, False, True, False, True, False, True, True]
0.6,	0.2980132450331126,	0.3982300884955752,	0.5463917525773195,	0.33125,	0.41245136186770426,	0.5094339622641509,	0.2523364485981308,	0.33749999999999997,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5617021276595745,	0.2838709677419355,	0.37714285714285717,	[False, False, True, True, True, True, False, False, True]
0.5510204081632653,	0.3576158940397351,	0.4337349397590361,	0.4672131147540984,	0.35625,	0.4042553191489362,	0.4878048780487805,	0.18691588785046728,	0.27027027027027023,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5111111111111111,	0.2967741935483871,	0.3755102040816326,	[False, True, True, True, True, False, False, False, False]
