mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.616822429906542,	0.4370860927152318,	0.5116279069767442,	0.55,	0.48125,	0.5133333333333334,	0.41818181818181815,	0.21495327102803738,	0.28395061728395066,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5544871794871795,	0.3720430107526882,	0.44530244530244534,	[False, True, True, True, False, True, False, False, False]
0.6226415094339622,	0.4370860927152318,	0.5136186770428015,	0.5467625899280576,	0.475,	0.5083612040133779,	0.4107142857142857,	0.21495327102803738,	0.2822085889570552,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5548387096774193,	0.36989247311827955,	0.44387096774193546,	[True, True, True, True, False, True, False, False, False]
0.5714285714285714,	0.3443708609271523,	0.4297520661157025,	0.5693430656934306,	0.4875,	0.5252525252525252,	0.5423728813559322,	0.29906542056074764,	0.38554216867469876,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5671140939597316,	0.3634408602150538,	0.4429882044560944,	[True, False, True, True, True, True, False, False, False]
0.5473684210526316,	0.3443708609271523,	0.42276422764227645,	0.5693430656934306,	0.4875,	0.5252525252525252,	0.5333333333333333,	0.29906542056074764,	0.3832335329341317,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5577557755775577,	0.3634408602150538,	0.44010416666666663,	[False, False, True, True, True, True, False, False, False]
0.5666666666666667,	0.33774834437086093,	0.42323651452282157,	0.5620437956204379,	0.48125,	0.5185185185185185,	0.5333333333333333,	0.29906542056074764,	0.3832335329341317,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5585284280936454,	0.35913978494623655,	0.43717277486910994,	[True, False, True, True, True, True, False, True, False]
0.5752212389380531,	0.4304635761589404,	0.49242424242424243,	0.509090909090909,	0.525,	0.5169230769230769,	0.3793103448275862,	0.205607476635514,	0.26666666666666666,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.504225352112676,	0.3849462365591398,	0.43658536585365854,	[False, True, False, True, False, True, True, True, False]
0.6226415094339622,	0.4370860927152318,	0.5136186770428015,	0.5401459854014599,	0.4625,	0.4983164983164984,	0.40384615384615385,	0.19626168224299065,	0.2641509433962264,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5508196721311476,	0.36129032258064514,	0.43636363636363634,	[True, True, True, True, False, True, False, True, False]
0.5681818181818182,	0.33112582781456956,	0.4184100418410042,	0.5671641791044776,	0.475,	0.5170068027210885,	0.5344827586206896,	0.2897196261682243,	0.3757575757575757,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.563573883161512,	0.35268817204301073,	0.43386243386243384,	[True, False, True, True, True, True, True, False, False]
0.5652173913043478,	0.3443708609271523,	0.4279835390946502,	0.5555555555555556,	0.46875,	0.5084745762711864,	0.543859649122807,	0.2897196261682243,	0.3780487804878048,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5574324324324325,	0.3548387096774194,	0.43363994743758216,	[True, False, True, True, True, True, True, True, False]
0.5591397849462365,	0.3443708609271523,	0.42622950819672123,	0.5514705882352942,	0.46875,	0.5067567567567568,	0.5245901639344263,	0.29906542056074764,	0.380952380952381,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5496688741721855,	0.35698924731182796,	0.43285528031290743,	[False, False, True, True, True, True, True, True, False]
0.5892857142857143,	0.4370860927152318,	0.5019011406844106,	0.5244755244755245,	0.46875,	0.49504950495049505,	0.39285714285714285,	0.205607476635514,	0.26993865030674846,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5295950155763239,	0.3655913978494624,	0.43256997455470736,	[False, True, True, True, False, True, False, True, False]
0.6568627450980392,	0.44370860927152317,	0.5296442687747035,	0.4927536231884058,	0.425,	0.4563758389261745,	0.3815789473684211,	0.27102803738317754,	0.3169398907103825,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5245398773006135,	0.36774193548387096,	0.4323640960809102,	[True, True, True, True, True, True, True, True, True]
0.5434782608695652,	0.33112582781456956,	0.411522633744856,	0.5539568345323741,	0.48125,	0.5150501672240803,	0.5245901639344263,	0.29906542056074764,	0.380952380952381,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5460526315789473,	0.35698924731182796,	0.4317295188556567,	[False, False, True, True, True, True, False, True, False]
0.5494505494505495,	0.33112582781456956,	0.4132231404958678,	0.562962962962963,	0.475,	0.5152542372881356,	0.5166666666666667,	0.2897196261682243,	0.3712574850299401,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5521885521885522,	0.35268817204301073,	0.4304461942257218,	[False, False, True, True, True, True, True, False, False]
0.6568627450980392,	0.44370860927152317,	0.5296442687747035,	0.48905109489051096,	0.41875,	0.4511784511784512,	0.3815789473684211,	0.27102803738317754,	0.3169398907103825,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5230769230769231,	0.3655913978494624,	0.43037974683544306,	[True, True, True, True, True, True, True, False, True]
0.6458333333333334,	0.4105960264900662,	0.5020242914979757,	0.4685714285714286,	0.5125,	0.4895522388059701,	0.33783783783783783,	0.2336448598130841,	0.2762430939226519,	0.7,	0.14893617021276595,	0.24561403508771928,	0.49577464788732395,	0.37849462365591396,	0.4292682926829268,	[True, True, True, True, False, True, True, True, False]
0.6534653465346535,	0.4370860927152318,	0.5238095238095237,	0.48905109489051096,	0.41875,	0.4511784511784512,	0.3815789473684211,	0.27102803738317754,	0.3169398907103825,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5216049382716049,	0.3634408602150538,	0.42839036755386567,	[False, True, True, True, True, True, True, False, True]
0.6534653465346535,	0.4370860927152318,	0.5238095238095237,	0.48905109489051096,	0.41875,	0.4511784511784512,	0.3815789473684211,	0.27102803738317754,	0.3169398907103825,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5216049382716049,	0.3634408602150538,	0.42839036755386567,	[False, True, True, True, True, True, True, True, True]
0.6391752577319587,	0.4105960264900662,	0.5,	0.47337278106508873,	0.5,	0.48632218844984804,	0.3333333333333333,	0.2336448598130841,	0.27472527472527475,	0.7,	0.14893617021276595,	0.24561403508771928,	0.49572649572649574,	0.3741935483870968,	0.42647058823529416,	[True, True, True, True, False, True, True, False, False]
0.6534653465346535,	0.4370860927152318,	0.5238095238095237,	0.49264705882352944,	0.41875,	0.45270270270270274,	0.3684210526315789,	0.2616822429906542,	0.3060109289617486,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5201238390092879,	0.36129032258064514,	0.4263959390862944,	[True, True, True, True, True, True, False, False, True]
0.6470588235294118,	0.4370860927152318,	0.5217391304347826,	0.48905109489051096,	0.41875,	0.4511784511784512,	0.37333333333333335,	0.2616822429906542,	0.3076923076923077,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5185185185185185,	0.36129032258064514,	0.42585551330798477,	[True, True, True, True, True, True, False, True, True]
0.6435643564356436,	0.4304635761589404,	0.5158730158730159,	0.49264705882352944,	0.41875,	0.45270270270270274,	0.3717948717948718,	0.27102803738317754,	0.31351351351351353,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5169230769230769,	0.36129032258064514,	0.4253164556962025,	[False, True, True, True, True, True, False, False, True]
0.6435643564356436,	0.4304635761589404,	0.5158730158730159,	0.49264705882352944,	0.41875,	0.45270270270270274,	0.36363636363636365,	0.2616822429906542,	0.30434782608695654,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5154320987654321,	0.35913978494623655,	0.4233206590621039,	[False, True, True, True, True, True, False, True, True]
0.5981308411214953,	0.423841059602649,	0.4961240310077519,	0.5403225806451613,	0.41875,	0.471830985915493,	0.36507936507936506,	0.21495327102803738,	0.27058823529411763,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5261437908496732,	0.34623655913978496,	0.4176394293125811,	[False, True, False, True, False, True, True, False, True]
0.6170212765957447,	0.3841059602649007,	0.473469387755102,	0.47619047619047616,	0.5,	0.4878048780487805,	0.32,	0.22429906542056074,	0.26373626373626374,	0.7,	0.14893617021276595,	0.24561403508771928,	0.48703170028818443,	0.3634408602150538,	0.416256157635468,	[False, True, True, True, False, True, True, False, False]
0.5181818181818182,	0.37748344370860926,	0.43678160919540227,	0.5138888888888888,	0.4625,	0.4868421052631579,	0.4444444444444444,	0.22429906542056074,	0.2981366459627329,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.50625,	0.34838709677419355,	0.4127388535031847,	[True, False, True, True, False, True, False, True, False]
0.5612244897959183,	0.36423841059602646,	0.4417670682730923,	0.5255474452554745,	0.45,	0.4848484848484849,	0.43103448275862066,	0.2336448598130841,	0.303030303030303,	0.6666666666666666,	0.1276595744680851,	0.21428571428571427,	0.5231788079470199,	0.33978494623655914,	0.41199478487614083,	[False, False, True, True, False, True, True, False, False]
0.594059405940594,	0.3973509933774834,	0.47619047619047616,	0.5403225806451613,	0.41875,	0.471830985915493,	0.3709677419354839,	0.21495327102803738,	0.27218934911242604,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5250836120401338,	0.33763440860215055,	0.4109947643979058,	[False, True, False, True, False, True, True, True, True]
0.6336633663366337,	0.423841059602649,	0.5079365079365079,	0.5080645161290323,	0.39375,	0.4436619718309859,	0.36666666666666664,	0.205607476635514,	0.2634730538922156,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5252525252525253,	0.33548387096774196,	0.4094488188976379,	[False, True, False, True, False, True, False, False, True]
0.5871559633027523,	0.423841059602649,	0.49230769230769234,	0.5241935483870968,	0.40625,	0.45774647887323944,	0.3548387096774194,	0.205607476635514,	0.2603550295857988,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5146579804560261,	0.33978494623655914,	0.40932642487046633,	[True, True, False, True, False, True, True, False, True]
0.4888888888888889,	0.2913907284768212,	0.3651452282157676,	0.5123456790123457,	0.51875,	0.5155279503105591,	0.4426229508196721,	0.2523364485981308,	0.3214285714285714,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.49691358024691357,	0.34623655913978496,	0.4081115335868188,	[True, False, True, True, False, True, True, True, False]
0.6063829787234043,	0.37748344370860926,	0.4653061224489796,	0.5,	0.41875,	0.4557823129251701,	0.4666666666666667,	0.19626168224299065,	0.2763157894736842,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5390070921985816,	0.32688172043010755,	0.4069611780455154,	[False, True, True, True, False, True, True, False, True]
0.61,	0.40397350993377484,	0.48605577689243035,	0.512,	0.4,	0.44912280701754387,	0.4,	0.205607476635514,	0.2716049382716049,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5273972602739726,	0.3311827956989247,	0.4068692206076618,	[False, True, False, True, False, True, False, True, True]
0.6521739130434783,	0.3973509933774834,	0.49382716049382713,	0.4452054794520548,	0.40625,	0.42483660130718953,	0.4,	0.24299065420560748,	0.3023255813953488,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5064102564102564,	0.33978494623655914,	0.4066924066924067,	[False, True, True, True, False, True, False, False, True]
0.6153846153846154,	0.3708609271523179,	0.4628099173553719,	0.4962962962962963,	0.41875,	0.4542372881355932,	0.4772727272727273,	0.19626168224299065,	0.2781456953642384,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5392857142857143,	0.3247311827956989,	0.4053691275167785,	[False, True, True, True, False, True, True, True, True]
0.6483516483516484,	0.39072847682119205,	0.48760330578512406,	0.45454545454545453,	0.40625,	0.429042904290429,	0.38235294117647056,	0.24299065420560748,	0.2971428571428571,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5048231511254019,	0.33763440860215055,	0.40463917525773196,	[True, True, True, True, False, True, False, False, True]
0.6521739130434783,	0.3973509933774834,	0.49382716049382713,	0.4452054794520548,	0.40625,	0.42483660130718953,	0.3968253968253968,	0.2336448598130841,	0.29411764705882354,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5048231511254019,	0.33763440860215055,	0.40463917525773196,	[False, True, True, True, False, True, False, True, True]
0.5504587155963303,	0.3973509933774834,	0.4615384615384615,	0.5420560747663551,	0.3625,	0.4344569288389513,	0.4426229508196721,	0.2523364485981308,	0.3214285714285714,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5296167247386759,	0.32688172043010755,	0.40425531914893614,	[False, True, False, True, True, True, True, True, True]
0.6483516483516484,	0.39072847682119205,	0.48760330578512406,	0.4513888888888889,	0.40625,	0.4276315789473684,	0.3880597014925373,	0.24299065420560748,	0.29885057471264365,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5032051282051282,	0.33763440860215055,	0.4041184041184041,	[True, True, True, True, False, True, False, True, True]
0.3939393939393939,	0.3443708609271523,	0.3674911660777385,	0.5241379310344828,	0.475,	0.49836065573770494,	0.4411764705882353,	0.2803738317757009,	0.3428571428571428,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4649859943977591,	0.35698924731182796,	0.4038929440389294,	[True, False, False, True, True, True, True, False, False]
0.5377358490566038,	0.37748344370860926,	0.443579766536965,	0.5357142857142857,	0.375,	0.44117647058823534,	0.45901639344262296,	0.2616822429906542,	0.3333333333333333,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5259515570934256,	0.32688172043010755,	0.40318302387267907,	[True, True, False, True, True, True, True, True, True]
0.5428571428571428,	0.37748344370860926,	0.44531249999999994,	0.5454545454545454,	0.375,	0.4444444444444444,	0.42028985507246375,	0.27102803738317754,	0.3295454545454545,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5204081632653061,	0.32903225806451614,	0.4031620553359684,	[True, True, False, True, True, True, True, False, True]
0.5283018867924528,	0.3708609271523179,	0.4357976653696498,	0.5535714285714286,	0.3875,	0.4558823529411765,	0.4084507042253521,	0.27102803738317754,	0.32584269662921345,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5150501672240803,	0.3311827956989247,	0.40314136125654454,	[False, True, False, True, True, True, False, False, True]
0.5728155339805825,	0.39072847682119205,	0.4645669291338583,	0.532258064516129,	0.4125,	0.4647887323943662,	0.36065573770491804,	0.205607476635514,	0.2619047619047619,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5133333333333333,	0.3311827956989247,	0.40261437908496733,	[True, True, False, True, False, True, True, True, True]
0.625,	0.36423841059602646,	0.4602510460251045,	0.4961832061068702,	0.40625,	0.4467353951890034,	0.5,	0.19626168224299065,	0.28187919463087246,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5461254612546126,	0.31827956989247314,	0.40217391304347827,	[True, True, True, True, False, True, True, True, True]
0.6,	0.41721854304635764,	0.4921875,	0.5,	0.3875,	0.4366197183098592,	0.36065573770491804,	0.205607476635514,	0.2619047619047619,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5099337748344371,	0.3311827956989247,	0.40156453715775753,	[True, True, False, True, False, True, False, False, True]
0.5566037735849056,	0.39072847682119205,	0.45914396887159536,	0.5480769230769231,	0.35625,	0.4318181818181818,	0.4117647058823529,	0.2616822429906542,	0.32,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5243055555555556,	0.3247311827956989,	0.401062416998672,	[False, True, False, True, True, True, True, False, True]
0.5277777777777778,	0.37748344370860926,	0.4401544401544401,	0.5454545454545454,	0.375,	0.4444444444444444,	0.4307692307692308,	0.2616822429906542,	0.3255813953488372,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5187713310580204,	0.32688172043010755,	0.40105540897097625,	[False, True, False, True, True, True, False, True, True]
0.6021505376344086,	0.3708609271523179,	0.45901639344262296,	0.5,	0.40625,	0.4482758620689655,	0.46511627906976744,	0.18691588785046728,	0.26666666666666666,	0.7777777777777778,	0.14893617021276595,	0.25,	0.5381818181818182,	0.31827956989247314,	0.4,	[True, True, True, True, False, True, True, False, True]
0.5979381443298969,	0.3841059602649007,	0.467741935483871,	0.5158730158730159,	0.40625,	0.4545454545454546,	0.36666666666666664,	0.205607476635514,	0.2634730538922156,	0.5833333333333334,	0.14893617021276595,	0.23728813559322032,	0.5152542372881356,	0.32688172043010755,	0.4,	[True, True, False, True, False, True, False, True, True]
0.3629032258064516,	0.2980132450331126,	0.32727272727272727,	0.5123456790123457,	0.51875,	0.5155279503105591,	0.46774193548387094,	0.27102803738317754,	0.3431952662721893,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4583333333333333,	0.3548387096774194,	0.39999999999999997,	[False, False, False, True, False, True, False, True, False]
0.3893129770992366,	0.33774834437086093,	0.3617021276595745,	0.5136986301369864,	0.46875,	0.4901960784313726,	0.4411764705882353,	0.2803738317757009,	0.3428571428571428,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.45938375350140054,	0.35268817204301073,	0.39902676399026754,	[True, False, False, True, True, True, True, True, False]
0.4891304347826087,	0.2980132450331126,	0.3703703703703704,	0.5,	0.5,	0.5,	0.43636363636363634,	0.22429906542056074,	0.29629629629629634,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4921135646687697,	0.33548387096774196,	0.39897698209718674,	[False, False, True, True, False, True, True, True, False]
0.36764705882352944,	0.33112582781456956,	0.34843205574912894,	0.5125,	0.5125,	0.5125,	0.43333333333333335,	0.24299065420560748,	0.31137724550898205,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.44986449864498645,	0.35698924731182796,	0.39808153477218233,	[True, False, False, True, False, True, False, True, False]
0.5233644859813084,	0.3708609271523179,	0.43410852713178294,	0.5258620689655172,	0.38125,	0.44202898550724634,	0.4084507042253521,	0.27102803738317754,	0.32584269662921345,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5032894736842105,	0.32903225806451614,	0.3979193758127439,	[True, True, False, True, True, True, False, False, True]
0.5283018867924528,	0.3708609271523179,	0.4357976653696498,	0.5217391304347826,	0.375,	0.43636363636363634,	0.4444444444444444,	0.2616822429906542,	0.3294117647058823,	0.7,	0.14893617021276595,	0.24561403508771928,	0.5136054421768708,	0.3247311827956989,	0.3978919631093544,	[True, True, False, True, True, True, False, True, True]
0.5581395348837209,	0.31788079470198677,	0.4050632911392405,	0.5609756097560976,	0.43125,	0.48763250883392234,	0.5806451612903226,	0.16822429906542055,	0.2608695652173913,	0.6,	0.1276595744680851,	0.21052631578947367,	0.564,	0.3032258064516129,	0.3944055944055944,	[False, False, True, True, False, True, False, True, False]
0.5517241379310345,	0.31788079470198677,	0.4033613445378151,	0.5945945945945946,	0.4125,	0.48708487084870844,	0.5757575757575758,	0.17757009345794392,	0.2714285714285714,	0.6666666666666666,	0.1276595744680851,	0.21428571428571427,	0.5791666666666667,	0.2989247311827957,	0.3943262411347518,	[False, False, True, True, False, True, False, False, False]
0.4918032786885246,	0.3973509933774834,	0.4395604395604396,	0.49624060150375937,	0.4125,	0.45051194539249145,	0.38461538461538464,	0.2336448598130841,	0.29069767441860467,	0.4117647058823529,	0.14893617021276595,	0.21875,	0.4688427299703264,	0.33978494623655914,	0.39401496259351615,	[False, True, False, True, True, False, True, False, False]
0.4090909090909091,	0.3576158940397351,	0.3816254416961131,	0.49635036496350365,	0.425,	0.45791245791245794,	0.4411764705882353,	0.2803738317757009,	0.3428571428571428,	0.7272727272727273,	0.1702127659574468,	0.27586206896551724,	0.45977011494252873,	0.34408602150537637,	0.3936039360393604,	[False, False, False, True, True, True, True, False, False]
0.3602941176470588,	0.32450331125827814,	0.34146341463414637,	0.4880952380952381,	0.5125,	0.4999999999999999,	0.42857142857142855,	0.2523364485981308,	0.3176470588235294,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4368421052631579,	0.35698924731182796,	0.3928994082840237,	[True, False, False, True, False, True, False, False, False]
0.5340909090909091,	0.31125827814569534,	0.3933054393305439,	0.5398230088495575,	0.38125,	0.44688644688644685,	0.5087719298245614,	0.27102803738317754,	0.35365853658536583,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.5353159851301115,	0.3096774193548387,	0.3923705722070845,	[True, False, True, True, True, True, True, False, True]
