mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.45714285714285713,	0.5298013245033113,	0.49079754601226994,	0.49162011173184356,	0.55,	0.5191740412979351,	0.38202247191011235,	0.3177570093457944,	0.3469387755102041,	0.4,	0.1702127659574468,	0.23880597014925373,	0.4535637149028078,	0.45161290322580644,	0.4525862068965517,	[False, True, False, True, False, True, True, False, False]
0.45251396648044695,	0.5364238410596026,	0.4909090909090909,	0.4272300469483568,	0.56875,	0.48793565683646106,	0.4157303370786517,	0.34579439252336447,	0.37755102040816324,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4392712550607287,	0.4666666666666667,	0.4525547445255474,	[True, True, False, True, True, True, False, True, False]
0.4632768361581921,	0.543046357615894,	0.5,	0.4292682926829268,	0.55,	0.4821917808219178,	0.425,	0.3177570093457944,	0.3636363636363636,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4463157894736842,	0.4559139784946237,	0.4510638297872341,	[True, True, False, True, True, True, True, True, False]
0.4416243654822335,	0.5761589403973509,	0.5,	0.45098039215686275,	0.575,	0.5054945054945055,	0.34615384615384615,	0.3364485981308411,	0.3412322274881517,	0.4,	0.1702127659574468,	0.23880597014925373,	0.4247619047619048,	0.47956989247311826,	0.4505050505050505,	[False, True, False, True, False, True, True, True, False]
0.5433070866141733,	0.45695364238410596,	0.49640287769784175,	0.4392523364485981,	0.5875,	0.5026737967914439,	0.34408602150537637,	0.29906542056074764,	0.32000000000000006,	0.5714285714285714,	0.1702127659574468,	0.2622950819672131,	0.453125,	0.43655913978494626,	0.44468784227820374,	[True, True, True, True, False, True, False, False, False]
0.5251798561151079,	0.48344370860927155,	0.503448275862069,	0.4512820512820513,	0.55,	0.49577464788732395,	0.3333333333333333,	0.308411214953271,	0.3203883495145631,	0.7777777777777778,	0.14893617021276595,	0.25,	0.45475113122171945,	0.432258064516129,	0.44321940463065046,	[False, True, True, True, True, True, False, False, False]
0.5251798561151079,	0.48344370860927155,	0.503448275862069,	0.4512820512820513,	0.55,	0.49577464788732395,	0.3333333333333333,	0.308411214953271,	0.3203883495145631,	0.7777777777777778,	0.14893617021276595,	0.25,	0.45475113122171945,	0.432258064516129,	0.44321940463065046,	[True, True, True, True, True, True, False, False, False]
0.5348837209302325,	0.45695364238410596,	0.4928571428571428,	0.44761904761904764,	0.5875,	0.508108108108108,	0.3225806451612903,	0.2803738317757009,	0.3,	0.5714285714285714,	0.1702127659574468,	0.2622950819672131,	0.45067264573991034,	0.432258064516129,	0.44127332601536773,	[False, True, True, True, False, True, False, False, False]
0.5285714285714286,	0.4900662251655629,	0.5085910652920963,	0.4521276595744681,	0.53125,	0.4885057471264368,	0.32,	0.29906542056074764,	0.30917874396135264,	0.7777777777777778,	0.14893617021276595,	0.25,	0.45308924485125857,	0.4258064516129032,	0.4390243902439024,	[False, True, True, True, True, True, False, True, False]
0.5285714285714286,	0.4900662251655629,	0.5085910652920963,	0.4497354497354497,	0.53125,	0.487106017191977,	0.32,	0.29906542056074764,	0.30917874396135264,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4520547945205479,	0.4258064516129032,	0.4385382059800664,	[True, True, True, True, True, True, False, True, False]
0.4426229508196721,	0.5364238410596026,	0.4850299401197605,	0.47593582887700536,	0.55625,	0.5129682997118156,	0.3118279569892473,	0.27102803738317754,	0.29,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.42946058091286304,	0.44516129032258067,	0.4371700105596621,	[True, True, False, True, False, True, True, False, False]
0.4476744186046512,	0.5099337748344371,	0.47678018575851394,	0.4756756756756757,	0.55,	0.510144927536232,	0.3409090909090909,	0.2803738317757009,	0.3076923076923077,	0.42105263157894735,	0.1702127659574468,	0.24242424242424243,	0.4375,	0.43655913978494626,	0.43702906350914966,	[True, True, False, True, False, True, True, True, False]
0.475,	0.5033112582781457,	0.4887459807073955,	0.4583333333333333,	0.55,	0.5,	0.2966101694915254,	0.32710280373831774,	0.31111111111111106,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.42857142857142855,	0.44516129032258067,	0.43670886075949367,	[False, True, False, True, False, True, True, False, True]
0.4810126582278481,	0.5033112582781457,	0.4919093851132686,	0.4512820512820513,	0.55,	0.49577464788732395,	0.29411764705882354,	0.32710280373831774,	0.3097345132743363,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4268041237113402,	0.44516129032258067,	0.43578947368421056,	[False, True, False, True, False, True, True, True, True]
0.5193798449612403,	0.44370860927152317,	0.4785714285714286,	0.4339622641509434,	0.575,	0.49462365591397855,	0.3404255319148936,	0.29906542056074764,	0.31840796019900497,	0.5714285714285714,	0.1702127659574468,	0.2622950819672131,	0.44320712694877507,	0.42795698924731185,	0.4354485776805252,	[True, True, True, True, False, True, False, True, False]
0.5267175572519084,	0.45695364238410596,	0.4893617021276596,	0.4312796208530806,	0.56875,	0.49056603773584906,	0.34065934065934067,	0.2897196261682243,	0.3131313131313131,	0.5384615384615384,	0.14893617021276595,	0.23333333333333334,	0.4439461883408072,	0.4258064516129032,	0.43468715697036225,	[False, True, True, True, False, True, False, True, False]
0.5,	0.5033112582781457,	0.5016501650165017,	0.4482758620689655,	0.4875,	0.467065868263473,	0.3333333333333333,	0.3364485981308411,	0.33488372093023255,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4439461883408072,	0.4258064516129032,	0.43468715697036225,	[True, True, False, True, True, True, False, False, True]
0.5255474452554745,	0.4768211920529801,	0.5,	0.43283582089552236,	0.54375,	0.48199445983379496,	0.3063063063063063,	0.3177570093457944,	0.3119266055045871,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4366812227074236,	0.43010752688172044,	0.43336944745395456,	[False, True, True, True, True, True, True, True, False]
0.49673202614379086,	0.5033112582781457,	0.5000000000000001,	0.4425287356321839,	0.48125,	0.46107784431137727,	0.33962264150943394,	0.3364485981308411,	0.3380281690140845,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.44269662921348313,	0.4236559139784946,	0.4329670329670329,	[True, True, False, True, True, True, False, True, True]
0.487012987012987,	0.4966887417218543,	0.4918032786885246,	0.45348837209302323,	0.4875,	0.46987951807228917,	0.3302752293577982,	0.3364485981308411,	0.3333333333333333,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4407158836689038,	0.4236559139784946,	0.43201754385964913,	[True, True, False, True, True, True, True, False, True]
0.5217391304347826,	0.4768211920529801,	0.4982698961937716,	0.43283582089552236,	0.54375,	0.48199445983379496,	0.30357142857142855,	0.3177570093457944,	0.3105022831050228,	0.7,	0.14893617021276595,	0.24561403508771928,	0.43383947939262474,	0.43010752688172044,	0.4319654427645788,	[False, True, True, True, True, True, True, False, False]
0.5255474452554745,	0.4768211920529801,	0.5,	0.43,	0.5375,	0.47777777777777775,	0.3063063063063063,	0.3177570093457944,	0.3119266055045871,	0.7777777777777778,	0.14893617021276595,	0.25,	0.43544857768052514,	0.42795698924731185,	0.4316702819956616,	[True, True, True, True, True, True, True, True, False]
0.5217391304347826,	0.4768211920529801,	0.4982698961937716,	0.43,	0.5375,	0.47777777777777775,	0.308411214953271,	0.308411214953271,	0.308411214953271,	0.7,	0.14893617021276595,	0.24561403508771928,	0.4351648351648352,	0.4258064516129032,	0.43043478260869567,	[True, True, True, True, True, True, True, False, False]
0.4807692307692308,	0.4966887417218543,	0.488599348534202,	0.45294117647058824,	0.48125,	0.4666666666666667,	0.3302752293577982,	0.3364485981308411,	0.3333333333333333,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.43847874720357943,	0.421505376344086,	0.4298245614035087,	[True, True, False, True, True, True, True, True, True]
0.46875,	0.4966887417218543,	0.48231511254019294,	0.45348837209302323,	0.4875,	0.46987951807228917,	0.32727272727272727,	0.3364485981308411,	0.3317972350230415,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.432967032967033,	0.4236559139784946,	0.4282608695652175,	[False, True, False, True, True, True, True, False, True]
0.4601226993865031,	0.4966887417218543,	0.47770700636942676,	0.45348837209302323,	0.4875,	0.46987951807228917,	0.3333333333333333,	0.3364485981308411,	0.33488372093023255,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.432967032967033,	0.4236559139784946,	0.4282608695652175,	[False, True, False, True, True, True, True, True, True]
0.4484848484848485,	0.4900662251655629,	0.46835443037974683,	0.45348837209302323,	0.4875,	0.46987951807228917,	0.34579439252336447,	0.34579439252336447,	0.34579439252336447,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.43201754385964913,	0.4236559139784946,	0.4277958740499457,	[False, True, False, True, True, True, False, True, True]
0.46296296296296297,	0.4966887417218543,	0.4792332268370607,	0.4482758620689655,	0.4875,	0.467065868263473,	0.32432432432432434,	0.3364485981308411,	0.33027522935779813,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.42919389978213507,	0.4236559139784946,	0.4264069264069264,	[False, True, False, True, True, True, False, False, True]
0.4934210526315789,	0.4966887417218543,	0.49504950495049505,	0.43333333333333335,	0.56875,	0.491891891891892,	0.27,	0.2523364485981308,	0.26086956521739135,	0.5,	0.1702127659574468,	0.25396825396825395,	0.4205020920502092,	0.432258064516129,	0.4262990455991516,	[True, True, True, True, False, True, True, False, False]
0.5,	0.4966887417218543,	0.4983388704318937,	0.42990654205607476,	0.575,	0.49197860962566836,	0.2604166666666667,	0.2336448598130841,	0.24630541871921185,	0.5,	0.1702127659574468,	0.25396825396825395,	0.42016806722689076,	0.43010752688172044,	0.4250797024442083,	[False, True, True, True, False, True, True, False, False]
0.3961038961038961,	0.40397350993377484,	0.4,	0.47904191616766467,	0.5,	0.4892966360856269,	0.4367816091954023,	0.35514018691588783,	0.3917525773195876,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4452380952380952,	0.4021505376344086,	0.4225988700564972,	[True, False, True, True, True, True, False, False, False]
0.4117647058823529,	0.3708609271523179,	0.3902439024390244,	0.45549738219895286,	0.54375,	0.4957264957264957,	0.40625,	0.3644859813084112,	0.3842364532019704,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4367816091954023,	0.40860215053763443,	0.4222222222222223,	[True, False, True, True, True, True, True, False, False]
0.45384615384615384,	0.39072847682119205,	0.41992882562277584,	0.48502994011976047,	0.50625,	0.4954128440366972,	0.3804347826086957,	0.32710280373831774,	0.3517587939698492,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4552238805970149,	0.3935483870967742,	0.4221453287197232,	[False, False, True, True, False, True, True, True, False]
0.4,	0.4105960264900662,	0.4052287581699347,	0.47619047619047616,	0.5,	0.4878048780487805,	0.43023255813953487,	0.34579439252336447,	0.3834196891191709,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.44418052256532065,	0.4021505376344086,	0.4221218961625282,	[True, False, True, True, True, True, False, True, False]
0.49333333333333335,	0.4900662251655629,	0.4916943521594685,	0.41818181818181815,	0.575,	0.4842105263157894,	0.26804123711340205,	0.24299065420560748,	0.2549019607843137,	0.5,	0.1702127659574468,	0.25396825396825395,	0.4140786749482402,	0.43010752688172044,	0.4219409282700422,	[False, True, True, True, False, True, True, True, False]
0.35195530726256985,	0.41721854304635764,	0.38181818181818183,	0.4413145539906103,	0.5875,	0.5040214477211796,	0.4111111111111111,	0.34579439252336447,	0.3756345177664974,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4089068825910931,	0.4344086021505376,	0.42127215849843586,	[False, False, False, True, False, True, False, True, False]
0.5625,	0.4768211920529801,	0.5161290322580645,	0.41237113402061853,	0.5,	0.4519774011299435,	0.29411764705882354,	0.2803738317757009,	0.28708133971291866,	0.7777777777777778,	0.14893617021276595,	0.25,	0.43648960739030024,	0.4064516129032258,	0.4209354120267261,	[False, True, True, True, True, True, True, False, True]
0.4645669291338583,	0.39072847682119205,	0.4244604316546763,	0.4817073170731707,	0.49375,	0.4876543209876543,	0.375,	0.3364485981308411,	0.354679802955665,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.455,	0.3913978494623656,	0.4208092485549133,	[True, False, True, True, False, True, True, True, False]
0.4025974025974026,	0.4105960264900662,	0.4065573770491803,	0.46511627906976744,	0.5,	0.4819277108433735,	0.4175824175824176,	0.35514018691588783,	0.3838383838383838,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4372093023255814,	0.4043010752688172,	0.4201117318435754,	[False, False, True, True, False, True, False, False, False]
0.5634920634920635,	0.47019867549668876,	0.5126353790613719,	0.41237113402061853,	0.5,	0.4519774011299435,	0.297029702970297,	0.2803738317757009,	0.28846153846153844,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4372093023255814,	0.4043010752688172,	0.4201117318435754,	[True, True, True, True, True, True, True, True, True]
0.5625,	0.4768211920529801,	0.5161290322580645,	0.41237113402061853,	0.5,	0.4519774011299435,	0.29,	0.27102803738317754,	0.2801932367149758,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4361948955916473,	0.4043010752688172,	0.41964285714285715,	[False, True, True, True, True, True, True, True, True]
0.3870967741935484,	0.3973509933774834,	0.39215686274509803,	0.47337278106508873,	0.5,	0.48632218844984804,	0.4482758620689655,	0.3644859813084112,	0.4020618556701031,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.44075829383886256,	0.4,	0.41939120631341603,	[False, False, True, True, True, True, False, False, False]
0.39869281045751637,	0.40397350993377484,	0.40131578947368424,	0.47619047619047616,	0.5,	0.4878048780487805,	0.4222222222222222,	0.35514018691588783,	0.38578680203045684,	0.6363636363636364,	0.14893617021276595,	0.24137931034482757,	0.44075829383886256,	0.4,	0.41939120631341603,	[False, False, True, True, True, True, False, True, False]
0.56,	0.46357615894039733,	0.5072463768115942,	0.41237113402061853,	0.5,	0.4519774011299435,	0.2980769230769231,	0.2897196261682243,	0.2938388625592417,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4351851851851852,	0.4043010752688172,	0.41917502787068006,	[True, True, True, True, True, True, True, False, True]
0.5634920634920635,	0.47019867549668876,	0.5126353790613719,	0.40816326530612246,	0.5,	0.449438202247191,	0.297029702970297,	0.2803738317757009,	0.28846153846153844,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4351851851851852,	0.4043010752688172,	0.41917502787068006,	[True, True, True, True, True, True, False, True, True]
0.5,	0.4900662251655629,	0.4949832775919732,	0.4186046511627907,	0.5625,	0.48,	0.25742574257425743,	0.24299065420560748,	0.25,	0.5,	0.1702127659574468,	0.25396825396825395,	0.4125,	0.4258064516129032,	0.41904761904761906,	[True, True, True, True, False, True, True, True, False]
0.568,	0.47019867549668876,	0.5144927536231884,	0.40816326530612246,	0.5,	0.449438202247191,	0.2912621359223301,	0.2803738317757009,	0.28571428571428575,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4341801385681293,	0.4043010752688172,	0.41870824053452116,	[True, True, True, True, True, True, False, False, True]
0.5590551181102362,	0.47019867549668876,	0.5107913669064749,	0.4020100502512563,	0.5,	0.44568245125348194,	0.2980769230769231,	0.2897196261682243,	0.2938388625592417,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4305239179954442,	0.4064516129032258,	0.418141592920354,	[False, True, True, True, True, True, False, False, True]
0.4567901234567901,	0.4900662251655629,	0.4728434504792332,	0.4221105527638191,	0.525,	0.46796657381615603,	0.288135593220339,	0.3177570093457944,	0.3022222222222222,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4065040650406504,	0.43010752688172044,	0.41797283176593514,	[True, True, False, True, False, True, True, True, True]
0.3468208092485549,	0.3973509933774834,	0.37037037037037035,	0.4413145539906103,	0.5875,	0.5040214477211796,	0.3958333333333333,	0.35514018691588783,	0.3743842364532019,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4048582995951417,	0.43010752688172044,	0.4171011470281543,	[True, False, False, True, False, True, False, True, False]
0.3924050632911392,	0.4105960264900662,	0.401294498381877,	0.4678362573099415,	0.5,	0.4833836858006042,	0.4,	0.35514018691588783,	0.3762376237623763,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4302059496567506,	0.4043010752688172,	0.41685144124168516,	[True, False, True, True, False, True, False, True, False]
0.5590551181102362,	0.47019867549668876,	0.5107913669064749,	0.4020100502512563,	0.5,	0.44568245125348194,	0.29411764705882354,	0.2803738317757009,	0.28708133971291866,	0.7777777777777778,	0.14893617021276595,	0.25,	0.4302059496567506,	0.4043010752688172,	0.41685144124168516,	[False, True, True, True, True, True, False, True, True]
0.40559440559440557,	0.3841059602649007,	0.3945578231292517,	0.46153846153846156,	0.525,	0.4912280701754386,	0.37623762376237624,	0.35514018691588783,	0.3653846153846154,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4292237442922374,	0.4043010752688172,	0.4163898117386489,	[True, False, True, True, True, True, True, True, False]
0.4025974025974026,	0.4105960264900662,	0.4065573770491803,	0.45614035087719296,	0.4875,	0.4712990936555891,	0.4175824175824176,	0.35514018691588783,	0.3838383838383838,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.43356643356643354,	0.4,	0.4161073825503355,	[True, False, True, True, False, True, False, False, False]
0.4539877300613497,	0.4900662251655629,	0.4713375796178344,	0.42,	0.525,	0.4666666666666666,	0.2809917355371901,	0.3177570093457944,	0.2982456140350877,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4024144869215292,	0.43010752688172044,	0.4158004158004158,	[True, True, False, True, False, True, True, False, True]
0.3870967741935484,	0.3973509933774834,	0.39215686274509803,	0.4764705882352941,	0.50625,	0.49090909090909085,	0.4044943820224719,	0.3364485981308411,	0.3673469387755102,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4332552693208431,	0.3978494623655914,	0.4147982062780269,	[False, False, True, True, False, True, False, True, False]
0.5151515151515151,	0.4503311258278146,	0.48056537102473496,	0.42702702702702705,	0.49375,	0.4579710144927537,	0.29906542056074764,	0.29906542056074764,	0.29906542056074764,	0.5,	0.1702127659574468,	0.25396825396825395,	0.425,	0.4021505376344086,	0.41325966850828727,	[True, True, True, True, False, True, True, False, True]
0.5230769230769231,	0.4503311258278146,	0.4839857651245552,	0.42245989304812837,	0.49375,	0.45533141210374645,	0.3018867924528302,	0.29906542056074764,	0.30046948356807507,	0.5384615384615384,	0.14893617021276595,	0.23333333333333334,	0.42660550458715596,	0.4,	0.41287458379578246,	[True, True, True, True, False, True, True, True, True]
0.3819444444444444,	0.36423841059602646,	0.3728813559322034,	0.4479166666666667,	0.5375,	0.48863636363636365,	0.38235294117647056,	0.3644859813084112,	0.37320574162679426,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4177777777777778,	0.4043010752688172,	0.41092896174863386,	[False, False, True, True, True, True, True, False, False]
0.4431137724550898,	0.4900662251655629,	0.46540880503144655,	0.417910447761194,	0.525,	0.46537396121883656,	0.2743362831858407,	0.2897196261682243,	0.2818181818181818,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.39878542510121456,	0.4236559139784946,	0.41084462982273195,	[False, True, False, True, False, True, False, False, True]
0.5271317829457365,	0.4503311258278146,	0.4857142857142857,	0.4262295081967213,	0.4875,	0.45481049562682213,	0.29245283018867924,	0.2897196261682243,	0.29107981220657275,	0.5384615384615384,	0.14893617021276595,	0.23333333333333334,	0.42691415313225056,	0.3956989247311828,	0.4107142857142857,	[False, True, True, True, False, True, True, True, True]
0.4230769230769231,	0.4370860927152318,	0.4299674267100977,	0.45714285714285713,	0.5,	0.4776119402985075,	0.3153153153153153,	0.32710280373831774,	0.3211009174311926,	0.5333333333333333,	0.1702127659574468,	0.25806451612903225,	0.4135667396061269,	0.4064516129032258,	0.4099783080260303,	[True, False, True, True, False, True, True, False, False]
0.34594594594594597,	0.423841059602649,	0.380952380952381,	0.43902439024390244,	0.5625,	0.4931506849315069,	0.39285714285714285,	0.308411214953271,	0.34554973821989526,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.4004106776180698,	0.41935483870967744,	0.4096638655462185,	[True, False, False, True, False, True, True, True, False]
0.3465909090909091,	0.40397350993377484,	0.3730886850152905,	0.4258373205741627,	0.55625,	0.4823848238482385,	0.41379310344827586,	0.3364485981308411,	0.3711340206185567,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.40082644628099173,	0.4172043010752688,	0.4088514225500527,	[True, False, False, True, False, True, False, False, False]
0.4230769230769231,	0.4370860927152318,	0.4299674267100977,	0.44751381215469616,	0.50625,	0.4750733137829913,	0.3008849557522124,	0.3177570093457944,	0.3090909090909091,	0.5625,	0.19148936170212766,	0.2857142857142857,	0.40772532188841204,	0.40860215053763443,	0.40816326530612246,	[False, False, True, True, False, True, True, False, False]
0.5267175572519084,	0.45695364238410596,	0.4893617021276596,	0.41899441340782123,	0.46875,	0.4424778761061947,	0.28440366972477066,	0.2897196261682243,	0.28703703703703703,	0.5,	0.1702127659574468,	0.25396825396825395,	0.4206896551724138,	0.3935483870967742,	0.4066666666666667,	[False, True, True, True, False, True, True, False, True]
0.5227272727272727,	0.45695364238410596,	0.4876325088339223,	0.40932642487046633,	0.49375,	0.4475920679886686,	0.27350427350427353,	0.29906542056074764,	0.28571428571428575,	0.5,	0.14893617021276595,	0.22950819672131148,	0.4100877192982456,	0.4021505376344086,	0.4060803474484256,	[True, True, True, True, False, True, False, True, True]
0.3409090909090909,	0.3973509933774834,	0.3669724770642202,	0.43,	0.5375,	0.47777777777777775,	0.42857142857142855,	0.3364485981308411,	0.37696335078534027,	0.7272727272727273,	0.1702127659574468,	0.27586206896551724,	0.4033970276008493,	0.40860215053763443,	0.40598290598290604,	[True, False, False, True, False, True, True, False, False]
0.3609467455621302,	0.40397350993377484,	0.38125,	0.4182692307692308,	0.54375,	0.4728260869565217,	0.38144329896907214,	0.34579439252336447,	0.36274509803921573,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.39711934156378603,	0.4150537634408602,	0.405888538380652,	[False, False, False, True, False, True, False, False, False]
0.43373493975903615,	0.4768211920529801,	0.4542586750788643,	0.4020618556701031,	0.4875,	0.44067796610169496,	0.30973451327433627,	0.32710280373831774,	0.3181818181818182,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.39711934156378603,	0.4150537634408602,	0.405888538380652,	[True, True, False, True, False, True, False, True, True]
0.5263157894736842,	0.46357615894039733,	0.4929577464788732,	0.4095744680851064,	0.48125,	0.4425287356321839,	0.26666666666666666,	0.29906542056074764,	0.2819383259911894,	0.5384615384615384,	0.14893617021276595,	0.23333333333333334,	0.40969162995594716,	0.4,	0.4047878128400436,	[False, True, True, True, False, True, False, False, True]
0.3225806451612903,	0.3973509933774834,	0.35608308605341243,	0.4187192118226601,	0.53125,	0.4683195592286501,	0.46987951807228917,	0.3644859813084112,	0.4105263157894737,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.39669421487603307,	0.4129032258064516,	0.40463645943098003,	[True, False, False, True, True, True, False, False, False]
0.3835616438356164,	0.3708609271523179,	0.37710437710437705,	0.44623655913978494,	0.51875,	0.4797687861271676,	0.3584905660377358,	0.35514018691588783,	0.35680751173708913,	0.6666666666666666,	0.1702127659574468,	0.2711864406779661,	0.4111111111111111,	0.3978494623655914,	0.4043715846994535,	[False, False, True, True, True, True, True, True, False]
0.43558282208588955,	0.47019867549668876,	0.45222929936305734,	0.417910447761194,	0.525,	0.46537396121883656,	0.26548672566371684,	0.2803738317757009,	0.2727272727272727,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.39387755102040817,	0.4150537634408602,	0.4041884816753926,	[False, True, False, True, False, True, False, True, True]
0.4429530201342282,	0.4370860927152318,	0.44000000000000006,	0.4523809523809524,	0.475,	0.46341463414634143,	0.3,	0.2803738317757009,	0.2898550724637681,	0.6428571428571429,	0.19148936170212766,	0.29508196721311475,	0.419953596287703,	0.38924731182795697,	0.4040178571428572,	[False, True, True, True, False, False, True, False, False]
0.43452380952380953,	0.48344370860927155,	0.45768025078369906,	0.4031413612565445,	0.48125,	0.43874643874643876,	0.2982456140350877,	0.3177570093457944,	0.30769230769230765,	0.6153846153846154,	0.1702127659574468,	0.26666666666666666,	0.3950617283950617,	0.4129032258064516,	0.4037854889589906,	[True, True, False, True, False, True, False, False, True]
